kbbuffers,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
110,31712.0,30768.0,31636.0,31580.0,32308.0,31392.0,31628.0,31812.0,31196.0,31728.0,32224.0,32560.0,31656.0,32540.0,32416.0,31496.0,32328.0,29884.0,32300.0,32240.0,32216.0,32328.0,32140.0,32492.0,33704.0,32568.0,31760.0,32244.0,32560.0,32224.0,32612.0,31636.0,31200.0,32696.0,32472.0,32864.0,31956.0,32244.0,32228.0,31984.0,32880.0,31432.0,31272.0,33012.0,32276.0,32384.0,31548.0,32552.0,34272.0,32212.0,31980.0,34532.0,32108.0,32040.0,33228.0,32012.0,32308.0,32076.0,31328.0,31648.0,32220.0,31820.0,32144.0,31608.0,32560.0,31472.0,31800.0,32348.0,31580.0,32148.0,32140.0,31936.0,31716.0,31884.0,31564.0,31644.0,31400.0,31852.0,32456.0,31472.0,31716.0,31456.0,31728.0,32436.0,31320.0,31740.0,31028.0,31744.0,32332.0,31744.0,32060.0,32244.0,31504.0,30804.0,31876.0,32124.0,31272.0,31748.0,32360.0,31604.0,31616.0,31760.0,32268.0,31384.0,31408.0,32124.0,32448.0,31204.0,31028.0,32444.0,32312.0,32952.0,32672.0,32476.0,32284.0,32292.0,32232.0,31824.0,32504.0,32260.0,32608.0,31860.0,32028.0,32852.0,32016.0,32124.0,32508.0,32136.0,32604.0,32016.0,31880.0,32596.0,32616.0,31684.0,32692.0,31680.0,32356.0,32040.0,31552.0,33224.0
111,31712.0,30768.0,31636.0,31580.0,32308.0,31392.0,31628.0,31812.0,31196.0,31728.0,32224.0,32560.0,31656.0,32540.0,32416.0,31496.0,32328.0,29884.0,32300.0,32240.0,32216.0,32328.0,32140.0,32500.0,33704.0,32576.0,31768.0,32244.0,32560.0,32224.0,32612.0,31636.0,31200.0,32696.0,32472.0,32864.0,31956.0,32244.0,32228.0,31984.0,32880.0,31432.0,31272.0,33012.0,32276.0,32384.0,31548.0,32552.0,34272.0,32220.0,31980.0,34532.0,32108.0,32040.0,33228.0,32012.0,32308.0,32076.0,31328.0,31648.0,32220.0,31820.0,32144.0,31608.0,32560.0,31472.0,31800.0,32348.0,31580.0,32148.0,32140.0,31936.0,31716.0,31884.0,31564.0,31644.0,31400.0,31852.0,32456.0,31472.0,31716.0,31456.0,31728.0,32436.0,31320.0,31740.0,31028.0,31744.0,32332.0,31752.0,32060.0,32244.0,31504.0,30804.0,31876.0,32124.0,31272.0,31748.0,32368.0,31604.0,31616.0,31760.0,32268.0,31384.0,31408.0,32124.0,32448.0,31204.0,31028.0,32444.0,32312.0,32952.0,32680.0,32484.0,32284.0,32292.0,32232.0,31824.0,32504.0,32260.0,32608.0,31860.0,32036.0,32852.0,32016.0,32132.0,32508.0,32136.0,32612.0,32016.0,31884.0,32596.0,32616.0,31684.0,32700.0,31680.0,32356.0,32040.0,31552.0,33232.0
112,31712.0,30768.0,31636.0,31588.0,32308.0,31392.0,31628.0,31812.0,31196.0,31728.0,32224.0,32564.0,31656.0,32540.0,32420.0,31504.0,32328.0,29892.0,32300.0,32248.0,32216.0,32336.0,32148.0,32500.0,33704.0,32576.0,31768.0,32252.0,32560.0,32224.0,32620.0,31636.0,31200.0,32696.0,32472.0,32864.0,31956.0,32244.0,32236.0,31984.0,32880.0,31432.0,31272.0,33020.0,32276.0,32384.0,31548.0,32552.0,34272.0,32220.0,31980.0,34532.0,32108.0,32040.0,33228.0,32012.0,32308.0,32076.0,31328.0,31648.0,32220.0,31820.0,32144.0,31608.0,32560.0,31472.0,31800.0,32348.0,31580.0,32148.0,32140.0,31936.0,31716.0,31884.0,31564.0,31644.0,31400.0,31860.0,32464.0,31472.0,31716.0,31464.0,31736.0,32444.0,31328.0,31748.0,31036.0,31752.0,32340.0,31752.0,32068.0,32252.0,31512.0,30812.0,31876.0,32124.0,31280.0,31756.0,32368.0,31604.0,31624.0,31768.0,32268.0,31392.0,31416.0,32132.0,32456.0,31212.0,31036.0,32444.0,32320.0,32952.0,32680.0,32484.0,32292.0,32292.0,32232.0,31832.0,32504.0,32260.0,32608.0,31864.0,32036.0,32852.0,32016.0,32132.0,32508.0,32140.0,32612.0,32016.0,31884.0,32604.0,32616.0,31692.0,32700.0,31688.0,32364.0,32048.0,31552.0,33232.0
113,31712.0,30776.0,31644.0,31588.0,32316.0,31400.0,31636.0,31820.0,31204.0,31736.0,32224.0,32568.0,31656.0,32540.0,32424.0,31504.0,32328.0,29892.0,32300.0,32248.0,32224.0,32336.0,32148.0,32500.0,33712.0,32576.0,31768.0,32252.0,32560.0,32224.0,32620.0,31644.0,31200.0,32696.0,32472.0,32864.0,31956.0,32244.0,32236.0,31992.0,32880.0,31432.0,31280.0,33020.0,32284.0,32384.0,31548.0,32560.0,34272.0,32220.0,31988.0,34540.0,32116.0,32048.0,33228.0,32020.0,32316.0,32084.0,31336.0,31656.0,32228.0,31828.0,32152.0,31616.0,32568.0,31480.0,31808.0,32356.0,31588.0,32148.0,32148.0,31944.0,31724.0,31884.0,31572.0,31652.0,31408.0,31860.0,32464.0,31480.0,31724.0,31464.0,31736.0,32444.0,31328.0,31748.0,31036.0,31752.0,32340.0,31752.0,32068.0,32252.0,31512.0,30812.0,31884.0,32132.0,31280.0,31756.0,32368.0,31612.0,31624.0,31768.0,32276.0,31392.0,31416.0,32132.0,32456.0,31212.0,31036.0,32452.0,32320.0,32952.0,32680.0,32484.0,32292.0,32292.0,32236.0,31832.0,32504.0,32260.0,32608.0,31868.0,32036.0,32860.0,32024.0,32132.0,32516.0,32144.0,32612.0,32024.0,31884.0,32604.0,32616.0,31692.0,32700.0,31688.0,32364.0,32048.0,31552.0,33232.0
114,31720.0,30776.0,31644.0,31588.0,32316.0,31400.0,31636.0,31820.0,31204.0,31736.0,32224.0,32568.0,31656.0,32540.0,32424.0,31504.0,32328.0,29892.0,32300.0,32248.0,32224.0,32336.0,32148.0,32500.0,33712.0,32576.0,31768.0,32252.0,32568.0,32232.0,32620.0,31644.0,31200.0,32704.0,32480.0,32872.0,31964.0,32244.0,32236.0,31992.0,32888.0,31440.0,31280.0,33020.0,32284.0,32392.0,31556.0,32560.0,34280.0,32220.0,31988.0,34540.0,32116.0,32048.0,33236.0,32020.0,32316.0,32084.0,31336.0,31656.0,32228.0,31828.0,32152.0,31616.0,32568.0,31480.0,31808.0,32356.0,31588.0,32156.0,32148.0,31944.0,31724.0,31892.0,31572.0,31652.0,31408.0,31860.0,32464.0,31480.0,31724.0,31464.0,31736.0,32444.0,31328.0,31748.0,31036.0,31752.0,32340.0,31752.0,32068.0,32252.0,31512.0,30812.0,31884.0,32132.0,31280.0,31756.0,32368.0,31612.0,31624.0,31768.0,32276.0,31392.0,31416.0,32132.0,32456.0,31212.0,31036.0,32452.0,32320.0,32952.0,32680.0,32484.0,32292.0,32292.0,32240.0,31832.0,32504.0,32260.0,32608.0,31868.0,32036.0,32860.0,32024.0,32132.0,32516.0,32144.0,32612.0,32024.0,31884.0,32604.0,32616.0,31692.0,32700.0,31688.0,32364.0,32048.0,31552.0,33232.0
115,31720.0,30776.0,31644.0,31588.0,32316.0,31400.0,31636.0,31820.0,31204.0,31736.0,32232.0,32568.0,31656.0,32548.0,32424.0,31504.0,32336.0,29892.0,32300.0,32248.0,32224.0,32336.0,32148.0,32500.0,33712.0,32576.0,31768.0,32252.0,32568.0,32232.0,32620.0,31644.0,31208.0,32704.0,32480.0,32872.0,31964.0,32252.0,32236.0,31992.0,32888.0,31440.0,31280.0,33020.0,32284.0,32392.0,31556.0,32560.0,34280.0,32220.0,31988.0,34540.0,32116.0,32048.0,33236.0,32020.0,32316.0,32084.0,31336.0,31656.0,32228.0,31828.0,32152.0,31616.0,32568.0,31480.0,31808.0,32356.0,31588.0,32156.0,32148.0,31944.0,31724.0,31892.0,31572.0,31652.0,31408.0,31860.0,32464.0,31480.0,31724.0,31464.0,31736.0,32444.0,31328.0,31748.0,31036.0,31752.0,32340.0,31752.0,32068.0,32252.0,31512.0,30812.0,31884.0,32132.0,31280.0,31756.0,32368.0,31612.0,31624.0,31768.0,32276.0,31392.0,31416.0,32132.0,32456.0,31212.0,31036.0,32452.0,32320.0,32960.0,32680.0,32484.0,32292.0,32300.0,32240.0,31832.0,32504.0,32268.0,32616.0,31868.0,32036.0,32860.0,32024.0,32132.0,32516.0,32144.0,32612.0,32024.0,31884.0,32604.0,32624.0,31692.0,32700.0,31688.0,32364.0,32048.0,31560.0,33232.0
116,31720.0,30776.0,31644.0,31588.0,32316.0,31400.0,31636.0,31820.0,31204.0,31736.0,32232.0,32568.0,31664.0,32548.0,32424.0,31508.0,32336.0,29892.0,32308.0,32248.0,32224.0,32336.0,32148.0,32508.0,33712.0,32580.0,31776.0,32252.0,32568.0,32232.0,32620.0,31644.0,31208.0,32704.0,32480.0,32872.0,31964.0,32252.0,32244.0,32000.0,32888.0,31440.0,31280.0,33028.0,32284.0,32392.0,31556.0,32560.0,34280.0,32228.0,31988.0,34540.0,32116.0,32048.0,33236.0,32020.0,32316.0,32084.0,31336.0,31656.0,32228.0,31828.0,32152.0,31616.0,32568.0,31480.0,31808.0,32356.0,31588.0,32156.0,32148.0,31944.0,31724.0,31892.0,31572.0,31652.0,31408.0,31860.0,32464.0,31480.0,31724.0,31464.0,31736.0,32444.0,31328.0,31748.0,31036.0,31752.0,32340.0,31760.0,32068.0,32252.0,31512.0,30812.0,31884.0,32132.0,31280.0,31756.0,32376.0,31612.0,31624.0,31768.0,32276.0,31392.0,31416.0,32132.0,32456.0,31212.0,31036.0,32452.0,32320.0,32960.0,32688.0,32492.0,32300.0,32300.0,32240.0,31832.0,32512.0,32268.0,32616.0,31868.0,32044.0,32860.0,32024.0,32132.0,32516.0,32152.0,32616.0,32024.0,31892.0,32612.0,32624.0,31692.0,32708.0,31688.0,32372.0,32056.0,31560.0,33240.0
117,31720.0,30776.0,31644.0,31596.0,32316.0,31400.0,31636.0,31820.0,31204.0,31736.0,32232.0,32572.0,31664.0,32548.0,32424.0,31512.0,32336.0,29900.0,32308.0,32256.0,32224.0,32344.0,32156.0,32508.0,33712.0,32584.0,31776.0,32260.0,32568.0,32232.0,32628.0,31644.0,31208.0,32704.0,32480.0,32872.0,31964.0,32252.0,32244.0,32000.0,32888.0,31440.0,31280.0,33028.0,32284.0,32392.0,31556.0,32560.0,34280.0,32228.0,31988.0,34540.0,32124.0,32048.0,33236.0,32020.0,32316.0,32084.0,31336.0,31656.0,32228.0,31828.0,32152.0,31616.0,32568.0,31480.0,31808.0,32356.0,31588.0,32156.0,32148.0,31944.0,31724.0,31892.0,31572.0,31652.0,31408.0,31868.0,32472.0,31480.0,31724.0,31472.0,31744.0,32452.0,31336.0,31756.0,31044.0,31760.0,32348.0,31760.0,32076.0,32260.0,31520.0,30820.0,31884.0,32132.0,31288.0,31764.0,32376.0,31612.0,31632.0,31776.0,32276.0,31400.0,31424.0,32140.0,32464.0,31220.0,31044.0,32452.0,32328.0,32960.0,32688.0,32492.0,32300.0,32300.0,32240.0,31840.0,32512.0,32268.0,32616.0,31868.0,32044.0,32860.0,32024.0,32140.0,32524.0,32152.0,32620.0,32024.0,31892.0,32612.0,32624.0,31700.0,32708.0,31696.0,32372.0,32056.0,31560.0,33240.0
118,31720.0,30784.0,31652.0,31596.0,32324.0,31408.0,31644.0,31828.0,31212.0,31744.0,32232.0,32576.0,31664.0,32548.0,32432.0,31512.0,32336.0,29900.0,32308.0,32256.0,32232.0,32344.0,32156.0,32508.0,33720.0,32584.0,31776.0,32260.0,32568.0,32240.0,32628.0,31652.0,31208.0,32704.0,32480.0,32872.0,31964.0,32252.0,32244.0,32000.0,32888.0,31440.0,31288.0,33028.0,32292.0,32392.0,31556.0,32568.0,34280.0,32228.0,31992.0,34548.0,32124.0,32056.0,33236.0,32028.0,32324.0,32092.0,31344.0,31664.0,32236.0,31836.0,32160.0,31624.0,32576.0,31488.0,31816.0,32364.0,31596.0,32156.0,32156.0,31952.0,31732.0,31892.0,31580.0,31660.0,31416.0,31868.0,32472.0,31488.0,31732.0,31472.0,31744.0,32452.0,31336.0,31756.0,31044.0,31760.0,32348.0,31760.0,32076.0,32260.0,31520.0,30820.0,31892.0,32140.0,31288.0,31764.0,32376.0,31620.0,31632.0,31776.0,32284.0,31400.0,31424.0,32140.0,32464.0,31220.0,31044.0,32460.0,32328.0,32960.0,32688.0,32492.0,32300.0,32300.0,32248.0,31840.0,32512.0,32268.0,32616.0,31876.0,32044.0,32868.0,32032.0,32140.0,32524.0,32152.0,32620.0,32032.0,31892.0,32612.0,32624.0,31700.0,32708.0,31696.0,32372.0,32056.0,31560.0,33240.0
119,31728.0,30784.0,31652.0,31596.0,32324.0,31408.0,31644.0,31828.0,31212.0,31744.0,32232.0,32576.0,31664.0,32548.0,32432.0,31512.0,32336.0,29900.0,32308.0,32256.0,32232.0,32344.0,32156.0,32508.0,33720.0,32584.0,31776.0,32260.0,32568.0,32240.0,32628.0,31652.0,31208.0,32704.0,32488.0,32880.0,31972.0,32252.0,32244.0,32000.0,32896.0,31448.0,31288.0,33028.0,32292.0,32400.0,31564.0,32568.0,34288.0,32228.0,31996.0,34548.0,32124.0,32056.0,33244.0,32028.0,32324.0,32092.0,31344.0,31664.0,32236.0,31836.0,32160.0,31624.0,32576.0,31488.0,31816.0,32364.0,31596.0,32164.0,32156.0,31952.0,31732.0,31900.0,31580.0,31660.0,31416.0,31868.0,32472.0,31488.0,31732.0,31472.0,31744.0,32452.0,31336.0,31756.0,31044.0,31760.0,32348.0,31760.0,32076.0,32260.0,31520.0,30820.0,31892.0,32140.0,31288.0,31764.0,32376.0,31620.0,31632.0,31776.0,32284.0,31400.0,31424.0,32140.0,32464.0,31220.0,31044.0,32460.0,32328.0,32960.0,32688.0,32492.0,32300.0,32300.0,32248.0,31840.0,32512.0,32268.0,32616.0,31876.0,32044.0,32868.0,32032.0,32140.0,32524.0,32152.0,32620.0,32032.0,31896.0,32612.0,32624.0,31700.0,32708.0,31696.0,32372.0,32056.0,31560.0,33240.0
120,31728.0,30784.0,31652.0,31596.0,32324.0,31408.0,31644.0,31828.0,31212.0,31744.0,32232.0,32576.0,31664.0,32556.0,32432.0,31512.0,32340.0,29900.0,32308.0,32256.0,32232.0,32344.0,32156.0,32508.0,33720.0,32584.0,31776.0,32260.0,32576.0,32240.0,32628.0,31652.0,31216.0,32712.0,32488.0,32880.0,31972.0,32252.0,32244.0,32000.0,32896.0,31448.0,31288.0,33028.0,32292.0,32400.0,31564.0,32568.0,34288.0,32228.0,31996.0,34548.0,32124.0,32056.0,33244.0,32028.0,32324.0,32092.0,31344.0,31664.0,32236.0,31836.0,32160.0,31624.0,32576.0,31488.0,31816.0,32364.0,31596.0,32164.0,32156.0,31952.0,31732.0,31900.0,31580.0,31660.0,31416.0,31868.0,32472.0,31488.0,31732.0,31472.0,31744.0,32452.0,31336.0,31756.0,31044.0,31760.0,32348.0,31760.0,32076.0,32260.0,31520.0,30820.0,31892.0,32140.0,31288.0,31764.0,32376.0,31620.0,31632.0,31776.0,32284.0,31400.0,31424.0,32140.0,32464.0,31220.0,31044.0,32460.0,32328.0,32968.0,32688.0,32492.0,32300.0,32308.0,32248.0,31840.0,32512.0,32276.0,32624.0,31876.0,32044.0,32868.0,32032.0,32140.0,32524.0,32152.0,32620.0,32032.0,31900.0,32612.0,32632.0,31700.0,32708.0,31696.0,32372.0,32056.0,31568.0,33240.0
121,31728.0,30784.0,31652.0,31596.0,32324.0,31408.0,31644.0,31828.0,31212.0,31744.0,32240.0,32576.0,31672.0,32556.0,32432.0,31512.0,32344.0,29900.0,32316.0,32256.0,32232.0,32344.0,32156.0,32516.0,33720.0,32584.0,31784.0,32260.0,32576.0,32240.0,32628.0,31652.0,31216.0,32712.0,32488.0,32880.0,31972.0,32260.0,32244.0,32008.0,32896.0,31448.0,31288.0,33028.0,32292.0,32400.0,31564.0,32568.0,34288.0,32236.0,31996.0,34548.0,32124.0,32056.0,33244.0,32028.0,32324.0,32092.0,31344.0,31664.0,32236.0,31836.0,32160.0,31624.0,32576.0,31488.0,31816.0,32364.0,31596.0,32164.0,32156.0,31952.0,31732.0,31900.0,31580.0,31660.0,31416.0,31868.0,32472.0,31488.0,31732.0,31472.0,31744.0,32452.0,31336.0,31756.0,31044.0,31760.0,32348.0,31768.0,32076.0,32260.0,31520.0,30820.0,31892.0,32140.0,31288.0,31764.0,32384.0,31620.0,31632.0,31776.0,32284.0,31400.0,31424.0,32140.0,32464.0,31220.0,31044.0,32460.0,32328.0,32968.0,32696.0,32500.0,32308.0,32308.0,32248.0,31840.0,32520.0,32276.0,32624.0,31876.0,32052.0,32868.0,32032.0,32148.0,32524.0,32152.0,32628.0,32032.0,31900.0,32620.0,32632.0,31700.0,32716.0,31704.0,32372.0,32056.0,31568.0,33248.0
122,31728.0,30784.0,31652.0,31604.0,32324.0,31408.0,31644.0,31828.0,31212.0,31744.0,32240.0,32576.0,31672.0,32556.0,32432.0,31520.0,32344.0,29908.0,32316.0,32264.0,32232.0,32352.0,32164.0,32516.0,33720.0,32592.0,31784.0,32260.0,32576.0,32240.0,32636.0,31652.0,31216.0,32712.0,32488.0,32880.0,31972.0,32260.0,32252.0,32008.0,32896.0,31448.0,31288.0,33036.0,32292.0,32400.0,31564.0,32568.0,34288.0,32236.0,31996.0,34548.0,32132.0,32056.0,33244.0,32028.0,32324.0,32092.0,31344.0,31664.0,32236.0,31836.0,32160.0,31624.0,32576.0,31488.0,31816.0,32364.0,31596.0,32164.0,32156.0,31952.0,31732.0,31900.0,31580.0,31660.0,31416.0,31876.0,32480.0,31488.0,31732.0,31480.0,31752.0,32460.0,31344.0,31764.0,31052.0,31768.0,32356.0,31768.0,32084.0,32268.0,31528.0,30828.0,31892.0,32140.0,31296.0,31772.0,32384.0,31620.0,31640.0,31784.0,32284.0,31408.0,31432.0,32148.0,32472.0,31228.0,31052.0,32460.0,32336.0,32968.0,32696.0,32500.0,32308.0,32308.0,32248.0,31848.0,32520.0,32276.0,32624.0,31884.0,32052.0,32868.0,32032.0,32148.0,32532.0,32160.0,32628.0,32032.0,31900.0,32620.0,32632.0,31708.0,32716.0,31704.0,32380.0,32064.0,31568.0,33248.0
123,31728.0,30792.0,31660.0,31604.0,32332.0,31416.0,31652.0,31836.0,31220.0,31752.0,32240.0,32584.0,31672.0,32556.0,32440.0,31520.0,32344.0,29908.0,32316.0,32264.0,32240.0,32352.0,32164.0,32516.0,33728.0,32592.0,31784.0,32268.0,32576.0,32248.0,32636.0,31660.0,31216.0,32712.0,32488.0,32880.0,31972.0,32260.0,32252.0,32008.0,32896.0,31448.0,31296.0,33036.0,32300.0,32400.0,31564.0,32568.0,34288.0,32236.0,32004.0,34556.0,32132.0,32064.0,33252.0,32036.0,32332.0,32100.0,31352.0,31672.0,32244.0,31844.0,32168.0,31632.0,32584.0,31496.0,31824.0,32372.0,31604.0,32164.0,32164.0,31960.0,31740.0,31900.0,31588.0,31668.0,31424.0,31876.0,32480.0,31496.0,31740.0,31480.0,31752.0,32460.0,31344.0,31764.0,31052.0,31768.0,32356.0,31768.0,32084.0,32268.0,31528.0,30828.0,31900.0,32148.0,31296.0,31772.0,32384.0,31628.0,31640.0,31784.0,32292.0,31408.0,31432.0,32148.0,32472.0,31228.0,31052.0,32468.0,32336.0,32968.0,32696.0,32500.0,32308.0,32308.0,32256.0,31848.0,32520.0,32276.0,32624.0,31884.0,32052.0,32868.0,32040.0,32148.0,32532.0,32160.0,32628.0,32040.0,31900.0,32620.0,32632.0,31708.0,32716.0,31704.0,32380.0,32064.0,31568.0,33248.0
124,31736.0,30792.0,31660.0,31604.0,32332.0,31416.0,31652.0,31836.0,31220.0,31752.0,32240.0,32584.0,31672.0,32556.0,32440.0,31520.0,32344.0,29908.0,32316.0,32264.0,32240.0,32352.0,32164.0,32516.0,33728.0,32592.0,31784.0,32268.0,32584.0,32248.0,32636.0,31660.0,31216.0,32712.0,32496.0,32888.0,31980.0,32260.0,32252.0,32008.0,32904.0,31452.0,31296.0,33036.0,32300.0,32408.0,31572.0,32576.0,34296.0,32236.0,32004.0,34556.0,32132.0,32064.0,33252.0,32036.0,32332.0,32100.0,31352.0,31672.0,32244.0,31844.0,32168.0,31632.0,32584.0,31496.0,31824.0,32372.0,31604.0,32172.0,32164.0,31960.0,31740.0,31908.0,31588.0,31668.0,31424.0,31876.0,32480.0,31496.0,31740.0,31480.0,31752.0,32460.0,31344.0,31764.0,31052.0,31768.0,32356.0,31768.0,32084.0,32268.0,31528.0,30828.0,31900.0,32148.0,31296.0,31772.0,32384.0,31628.0,31640.0,31784.0,32292.0,31408.0,31432.0,32148.0,32472.0,31228.0,31052.0,32468.0,32336.0,32976.0,32696.0,32500.0,32308.0,32312.0,32256.0,31848.0,32520.0,32276.0,32624.0,31884.0,32052.0,32876.0,32040.0,32148.0,32532.0,32160.0,32628.0,32040.0,31900.0,32620.0,32632.0,31708.0,32716.0,31704.0,32388.0,32064.0,31568.0,33248.0
125,31736.0,30792.0,31660.0,31604.0,32332.0,31416.0,31652.0,31836.0,31220.0,31752.0,32248.0,32584.0,31672.0,32564.0,32440.0,31520.0,32344.0,29908.0,32324.0,32264.0,32240.0,32352.0,32164.0,32516.0,33728.0,32592.0,31784.0,32268.0,32584.0,32248.0,32636.0,31660.0,31224.0,32720.0,32496.0,32888.0,31980.0,32260.0,32252.0,32008.0,32904.0,31456.0,31296.0,33036.0,32300.0,32408.0,31572.0,32576.0,34296.0,32236.0,32004.0,34556.0,32132.0,32064.0,33252.0,32036.0,32332.0,32100.0,31352.0,31672.0,32244.0,31844.0,32168.0,31632.0,32584.0,31496.0,31824.0,32372.0,31604.0,32172.0,32164.0,31960.0,31740.0,31908.0,31588.0,31668.0,31424.0,31876.0,32480.0,31496.0,31740.0,31480.0,31752.0,32460.0,31344.0,31764.0,31052.0,31768.0,32356.0,31768.0,32084.0,32268.0,31528.0,30828.0,31900.0,32148.0,31296.0,31772.0,32384.0,31628.0,31640.0,31784.0,32292.0,31408.0,31432.0,32148.0,32472.0,31228.0,31052.0,32468.0,32336.0,32976.0,32696.0,32500.0,32308.0,32316.0,32256.0,31848.0,32520.0,32284.0,32632.0,31884.0,32052.0,32876.0,32040.0,32148.0,32532.0,32160.0,32628.0,32040.0,31908.0,32620.0,32640.0,31708.0,32716.0,31704.0,32388.0,32064.0,31576.0,33248.0
126,31736.0,30792.0,31660.0,31604.0,32332.0,31416.0,31652.0,31836.0,31220.0,31752.0,32248.0,32584.0,31680.0,32564.0,32440.0,31520.0,32352.0,29908.0,32324.0,32264.0,32240.0,32352.0,32172.0,32524.0,33732.0,32592.0,31792.0,32268.0,32584.0,32248.0,32636.0,31660.0,31224.0,32720.0,32496.0,32888.0,31980.0,32268.0,32252.0,32008.0,32904.0,31456.0,31296.0,33036.0,32300.0,32408.0,31572.0,32576.0,34296.0,32244.0,32004.0,34556.0,32132.0,32064.0,33252.0,32036.0,32332.0,32100.0,31352.0,31672.0,32244.0,31844.0,32168.0,31632.0,32584.0,31496.0,31824.0,32372.0,31604.0,32172.0,32164.0,31960.0,31740.0,31908.0,31588.0,31668.0,31424.0,31876.0,32480.0,31496.0,31740.0,31480.0,31752.0,32460.0,31344.0,31764.0,31052.0,31768.0,32356.0,31776.0,32084.0,32268.0,31528.0,30828.0,31900.0,32148.0,31296.0,31772.0,32392.0,31628.0,31640.0,31784.0,32292.0,31408.0,31432.0,32148.0,32472.0,31228.0,31052.0,32468.0,32336.0,32976.0,32704.0,32508.0,32316.0,32316.0,32256.0,31848.0,32528.0,32284.0,32632.0,31884.0,32052.0,32876.0,32040.0,32156.0,32532.0,32160.0,32632.0,32040.0,31908.0,32628.0,32640.0,31716.0,32724.0,31704.0,32388.0,32072.0,31576.0,33256.0
127,31736.0,30792.0,31660.0,31608.0,32336.0,31416.0,31652.0,31836.0,31220.0,31752.0,32248.0,32584.0,31680.0,32564.0,32440.0,31528.0,32352.0,29916.0,32324.0,32272.0,32240.0,32360.0,32172.0,32524.0,33736.0,32600.0,31792.0,32276.0,32584.0,32248.0,32644.0,31660.0,31224.0,32720.0,32496.0,32888.0,31980.0,32268.0,32260.0,32016.0,32904.0,31456.0,31296.0,33044.0,32300.0,32408.0,31572.0,32576.0,34296.0,32244.0,32004.0,34556.0,32140.0,32064.0,33252.0,32036.0,32332.0,32100.0,31352.0,31672.0,32244.0,31844.0,32168.0,31632.0,32584.0,31496.0,31824.0,32372.0,31604.0,32172.0,32164.0,31960.0,31740.0,31908.0,31588.0,31668.0,31424.0,31884.0,32488.0,31496.0,31740.0,31488.0,31760.0,32468.0,31352.0,31772.0,31060.0,31776.0,32364.0,31776.0,32092.0,32276.0,31536.0,30836.0,31900.0,32148.0,31304.0,31780.0,32392.0,31628.0,31648.0,31792.0,32292.0,31416.0,31440.0,32148.0,32480.0,31236.0,31060.0,32468.0,32344.0,32976.0,32704.0,32508.0,32316.0,32316.0,32256.0,31856.0,32528.0,32284.0,32632.0,31888.0,32060.0,32876.0,32040.0,32156.0,32540.0,32168.0,32636.0,32040.0,31908.0,32628.0,32640.0,31716.0,32724.0,31712.0,32388.0,32072.0,31576.0,33256.0
